Category,City,Country,Customer ID,Customer Name,Discount,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Year,Market2,weeknum,day_for_shipping,shipping_date_count,order_date_count,planning_day_for_shipping,planning_day_for_shippin_,late_risk,on_time,shipping_benefit
Office Supplies,Seattle,United States,EH-137654,Edward Hooks,0.0,US,2013-06-03,US-2013-119046,High,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,13.8828,3,West,30,Corporate,2013-06-07,Standard Class,1.54,Washington,Paper,2013,North America,23,4,40,50,4,4,0,1,-1.54
Office Supplies,Seattle,United States,KB-166004,Ken Brennan,0.0,US,2013-06-06,CA-2013-149671,High,OFF-SU-10002537,Acme Box Cutter Scissors,15.9588,6,West,61,Corporate,2013-06-10,Standard Class,9.84,Washington,Supplies,2013,North America,23,4,47,43,4,4,0,1,-9.84
Office Supplies,Seattle,United States,DG-133004,Deirdre Greer,0.0,US,2013-08-23,US-2013-106313,High,OFF-PA-10001870,Xerox 202,9.3312,3,West,19,Corporate,2013-08-27,Standard Class,0.46,Washington,Paper,2013,North America,34,4,64,52,4,4,0,1,-0.46
Office Supplies,Seattle,United States,AP-109154,Arthur Prichep,0.0,US,2013-12-11,CA-2013-128412,Low,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,12.285,3,West,35,Consumer,2013-12-18,Standard Class,3.3,Washington,Appliances,2013,North America,50,7,73,71,4,4,1,0,-3.3
Office Supplies,Seattle,United States,AP-109154,Arthur Prichep,0.0,US,2013-12-11,CA-2013-128412,Low,OFF-AP-10002082,Holmes HEPA Air Purifier,22.869,3,West,65,Consumer,2013-12-18,Standard Class,7.15,Washington,Appliances,2013,North America,50,7,73,71,4,4,1,0,-7.15
Office Supplies,Seattle,United States,AP-109154,Arthur Prichep,0.0,US,2013-12-11,CA-2013-128412,Low,OFF-PA-10001125,Xerox 1988,55.764,4,West,124,Consumer,2013-12-18,Standard Class,12.44,Washington,Paper,2013,North America,50,7,73,71,4,4,1,0,-12.44
Office Supplies,Seattle,United States,EH-137654,Edward Hooks,0.0,US,2013-12-24,CA-2013-135776,Low,OFF-AR-10001246,Newell 317,2.5578,3,West,9,Corporate,2013-12-31,Standard Class,0.86,Washington,Art,2013,North America,52,7,54,69,4,4,1,0,-0.86
Office Supplies,Seattle,United States,EH-137654,Edward Hooks,0.0,US,2013-12-24,CA-2013-135776,Low,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",1.176,2,West,4,Corporate,2013-12-31,Standard Class,0.44,Washington,Art,2013,North America,52,7,54,69,4,4,1,0,-0.44
Office Supplies,Seattle,United States,EH-137654,Edward Hooks,0.0,US,2013-12-24,CA-2013-135776,Low,OFF-EN-10004773,Staples,30.3604,2,West,62,Corporate,2013-12-31,Standard Class,6.44,Washington,Envelopes,2013,North America,52,7,54,69,4,4,1,0,-6.44
Office Supplies,Seattle,United States,EH-137654,Edward Hooks,0.0,US,2013-12-24,CA-2013-135776,Low,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,18.2112,2,West,38,Corporate,2013-12-31,Standard Class,2.65,Washington,Paper,2013,North America,52,7,54,69,4,4,1,0,-2.65
Office Supplies,Seattle,United States,EH-137654,Edward Hooks,0.0,US,2013-12-24,CA-2013-135776,Low,OFF-PA-10004327,Xerox 1911,22.992,1,West,48,Corporate,2013-12-31,Standard Class,5.53,Washington,Paper,2013,North America,52,7,54,69,4,4,1,0,-5.53
Office Supplies,Seattle,United States,EH-137654,Edward Hooks,0.0,US,2013-12-24,CA-2013-135776,Low,OFF-ST-10002743,SAFCO Boltless Steel Shelving,2.2728,2,West,227,Corporate,2013-12-31,Standard Class,28.42,Washington,Storage,2013,North America,52,7,54,69,4,4,1,0,-28.42
Office Supplies,Seattle,United States,EH-137654,Edward Hooks,0.0,US,2013-12-24,CA-2013-135776,Low,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",55.896,4,West,1118,Corporate,2013-12-31,Standard Class,122.23,Washington,Storage,2013,North America,52,7,54,69,4,4,1,0,-122.23
Office Supplies,Seattle,United States,DS-130304,Darrin Sayre,0.0,US,2014-01-22,CA-2014-131954,High,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,9.7176,3,West,243,Home Office,2014-01-26,Standard Class,38.48,Washington,Storage,2014,North America,4,4,39,60,4,4,0,1,-38.48
Office Supplies,Seattle,United States,ME-177254,Max Engle,0.0,US,2014-02-20,CA-2014-166415,High,OFF-FA-10004968,Rubber Band Ball,0.2244,3,West,11,Consumer,2014-02-24,Standard Class,1.58,Washington,Fasteners,2014,North America,8,4,11,21,4,4,0,1,-1.58
Office Supplies,Seattle,United States,AC-106154,Ann Chong,0.0,US,2014-02-24,CA-2014-136007,Low,OFF-FA-10002701,Alliance Rubber Bands,0.336,5,West,8,Corporate,2014-03-03,Standard Class,1.32,Washington,Fasteners,2014,North America,9,7,36,40,4,4,1,0,-1.32
Office Supplies,Seattle,United States,KB-165854,Ken Black,0.0,US,2014-05-15,CA-2014-129357,High,OFF-PA-10003228,Xerox 1917,206.8893,9,West,440,Corporate,2014-05-20,Standard Class,73.29,Washington,Paper,2014,North America,20,5,25,54,4,4,1,0,-73.29
Office Supplies,Seattle,United States,KB-165854,Ken Black,0.0,US,2014-05-15,CA-2014-129357,High,OFF-SU-10004498,Martin-Yale Premier Letter Opener,1.932,5,West,64,Corporate,2014-05-20,Standard Class,4.0,Washington,Supplies,2014,North America,20,5,25,54,4,4,1,0,-4.0
Office Supplies,Seattle,United States,AT-107354,Annie Thurman,0.0,US,2014-05-20,CA-2014-153787,High,OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,28.1764,2,West,97,Consumer,2014-05-24,Standard Class,22.2,Washington,Appliances,2014,North America,21,4,27,55,4,4,0,1,-22.2
Office Supplies,Seattle,United States,NF-185954,Nicole Fjeld,0.0,US,2014-08-19,CA-2014-151358,High,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,61.389,2,West,323,Home Office,2014-08-23,Standard Class,29.34,Washington,Storage,2014,North America,34,4,65,75,4,4,0,1,-29.34
Office Supplies,Seattle,United States,FG-142604,Frank Gastineau,0.0,US,2014-10-03,CA-2014-101308,High,OFF-FA-10002780,Staples,4.1124,3,West,9,Home Office,2014-10-08,Standard Class,1.07,Washington,Fasteners,2014,North America,40,5,44,82,4,4,1,0,-1.07
Office Supplies,Seattle,United States,SH-199754,Sally Hughsby,0.0,US,2014-12-02,CA-2014-101805,High,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",5.4124,4,West,541,Corporate,2014-12-07,Standard Class,82.27,Washington,Storage,2014,North America,49,5,101,94,4,4,1,0,-82.27
Office Supplies,Seattle,United States,SO-203354,Sean O'Donnell,0.0,US,2014-12-02,CA-2014-166926,Low,OFF-PA-10001593,Xerox 1947,18.837,7,West,42,Consumer,2014-12-09,Standard Class,3.7,Washington,Paper,2014,North America,49,7,63,94,4,4,1,0,-3.7
Office Supplies,Seattle,United States,AH-102104,Alan Hwang,0.0,US,2014-12-25,CA-2014-147956,Low,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,0.0,6,West,1004,Consumer,2015-01-01,Standard Class,121.83,Washington,Storage,2014,North America,52,7,63,79,4,4,1,0,-121.83
Office Supplies,Seattle,United States,ML-173954,Marina Lichtenstein,0.0,US,2011-02-15,CA-2011-121762,Medium,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,22.9488,2,West,82,Corporate,2011-02-19,Standard Class,4.71,Washington,Appliances,2011,North America,8,4,21,22,4,4,0,1,-4.71
Office Supplies,Seattle,United States,ML-173954,Marina Lichtenstein,0.0,US,2011-02-15,CA-2011-121762,Medium,OFF-SU-10000157,Compact Automatic Electric Letter Opener,4.7724,2,West,239,Corporate,2011-02-19,Standard Class,20.08,Washington,Supplies,2011,North America,8,4,21,22,4,4,0,1,-20.08
Office Supplies,Seattle,United States,CM-127154,Craig Molinari,0.0,US,2011-03-07,CA-2011-104563,Medium,OFF-AR-10000390,Newell Chalk Holder,9.499,5,West,21,Corporate,2011-03-12,Standard Class,0.52,Washington,Art,2011,North America,11,5,24,18,4,4,1,0,-0.52
Office Supplies,Seattle,United States,CM-127154,Craig Molinari,0.0,US,2011-03-07,CA-2011-104563,Medium,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",0.0,5,West,205,Corporate,2011-03-12,Standard Class,10.65,Washington,Storage,2011,North America,11,5,24,18,4,4,1,0,-10.65
Office Supplies,Seattle,United States,Dl-136004,Dorris liebe,0.0,US,2011-03-30,CA-2011-133424,Medium,OFF-LA-10002312,Avery 490,22.2,3,West,44,Corporate,2011-04-04,Standard Class,3.3,Washington,Labels,2011,North America,14,5,24,32,4,4,1,0,-3.3
Office Supplies,Seattle,United States,Dl-136004,Dorris liebe,0.0,US,2011-03-30,CA-2011-133424,Medium,OFF-ST-10002957,Sterilite Show Offs Storage Containers,0.0,3,West,16,Corporate,2011-04-04,Standard Class,0.22,Washington,Storage,2011,North America,14,5,24,32,4,4,1,0,-0.22
Office Supplies,Seattle,United States,GH-144254,Gary Hwang,0.0,US,2011-06-17,CA-2011-144414,Medium,OFF-FA-10000624,OIC Binder Clips,8.95,5,West,18,Consumer,2011-06-21,Standard Class,1.26,Washington,Fasteners,2011,North America,25,4,30,43,4,4,0,1,-1.26
Office Supplies,Seattle,United States,GM-146804,Greg Matthias,0.0,US,2011-08-11,CA-2011-127012,Medium,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,10.6522,1,West,41,Consumer,2011-08-15,Standard Class,1.25,Washington,Art,2011,North America,33,4,31,40,4,4,0,1,-1.25
Office Supplies,Seattle,United States,GM-146804,Greg Matthias,0.0,US,2011-08-11,CA-2011-127012,Medium,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",10.7912,2,West,23,Consumer,2011-08-15,Standard Class,1.84,Washington,Fasteners,2011,North America,33,4,31,40,4,4,0,1,-1.84
Office Supplies,Seattle,United States,BN-115154,Bradley Nguyen,0.0,US,2011-09-17,CA-2011-103940,Medium,OFF-ST-10004963,Eldon Gobal File Keepers,1.2112,2,West,30,Consumer,2011-09-21,Standard Class,2.45,Washington,Storage,2011,North America,38,4,24,24,4,4,0,1,-2.45
Office Supplies,Seattle,United States,BN-115154,Bradley Nguyen,0.0,US,2011-09-17,CA-2011-103940,Medium,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,16.2204,3,West,58,Consumer,2011-09-21,Standard Class,4.99,Washington,Storage,2011,North America,38,4,24,24,4,4,0,1,-4.99
Office Supplies,Seattle,United States,CS-124004,Christopher Schild,0.0,US,2011-09-26,CA-2011-127586,Medium,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",80.6312,2,West,310,Home Office,2011-09-30,Standard Class,16.57,Washington,Storage,2011,North America,40,4,52,56,4,4,0,1,-16.57
Office Supplies,Seattle,United States,EB-141704,Evan Bailliet,0.0,US,2011-09-29,CA-2011-111962,Medium,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,153.4725,5,West,808,Consumer,2011-10-04,Standard Class,30.49,Washington,Storage,2011,North America,40,5,35,38,4,4,1,0,-30.49
Office Supplies,Seattle,United States,JD-160154,Joy Daniels,0.0,US,2011-10-04,CA-2011-102085,Medium,OFF-LA-10002475,Avery 519,13.7428,4,West,29,Consumer,2011-10-09,Standard Class,1.04,Washington,Labels,2011,North America,41,5,24,36,4,4,1,0,-1.04
Office Supplies,Seattle,United States,AS-106304,Ann Steele,0.0,US,2011-12-07,CA-2011-101392,Medium,OFF-ST-10000532,Advantus Rolling Drawer Organizers,70.0336,7,West,269,Home Office,2011-12-13,Standard Class,23.68,Washington,Storage,2011,North America,50,6,57,27,4,4,1,0,-23.68
Office Supplies,Seattle,United States,KH-165104,Keith Herrera,0.0,US,2011-12-20,US-2011-109036,Medium,OFF-LA-10002043,Avery 489,14.904,3,West,31,Consumer,2011-12-25,Standard Class,1.4,Washington,Labels,2011,North America,52,5,59,73,4,4,1,0,-1.4
Office Supplies,Seattle,United States,DO-134354,Denny Ordway,0.0,US,2012-03-29,CA-2012-121272,Medium,OFF-AP-10001947,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,21.2512,4,West,73,Consumer,2012-04-04,Standard Class,6.26,Washington,Appliances,2012,North America,13,6,28,26,4,4,1,0,-6.26
Office Supplies,Seattle,United States,JL-158504,John Lucas,0.0,US,2012-05-29,CA-2012-120880,Medium,OFF-PA-10004101,Xerox 1894,15.552,5,West,32,Consumer,2012-06-03,Standard Class,2.62,Washington,Paper,2012,North America,22,5,31,25,4,4,1,0,-2.62
Office Supplies,Seattle,United States,JL-158504,John Lucas,0.0,US,2012-05-29,CA-2012-120880,Medium,OFF-ST-10001496,Standard Rollaway File with Lock,140.5482,3,West,541,Consumer,2012-06-03,Standard Class,22.49,Washington,Storage,2012,North America,22,5,31,25,4,4,1,0,-22.49
Office Supplies,Seattle,United States,CS-121304,Chad Sievert,0.0,US,2012-09-21,CA-2012-102036,Medium,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,47.9376,6,West,200,Consumer,2012-09-27,Standard Class,20.56,Washington,Storage,2012,North America,38,6,30,64,4,4,1,0,-20.56
Office Supplies,Seattle,United States,SH-199754,Sally Hughsby,0.0,US,2012-09-25,CA-2012-149083,Medium,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",5.796,2,West,13,Corporate,2012-09-30,Standard Class,0.54,Washington,Labels,2012,North America,39,5,53,67,4,4,1,0,-0.54
Office Supplies,Seattle,United States,KA-165254,Kelly Andreada,0.0,US,2012-10-12,CA-2012-142993,Medium,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",0.0,2,West,82,Consumer,2012-10-17,Standard Class,4.93,Washington,Storage,2012,North America,41,5,30,42,4,4,1,0,-4.93
Office Supplies,Seattle,United States,JC-157754,John Castell,0.0,US,2012-10-18,CA-2012-127824,Medium,OFF-PA-10001184,Xerox 1903,8.7906,3,West,18,Consumer,2012-10-22,Standard Class,0.94,Washington,Paper,2012,North America,42,4,36,32,4,4,0,1,-0.94
Office Supplies,Seattle,United States,BT-113054,Beth Thompson,0.0,US,2012-12-01,CA-2012-103723,Medium,OFF-AR-10003251,Prang Drawing Pencil Set,5.56,5,West,14,Home Office,2012-12-06,Standard Class,0.78,Washington,Art,2012,North America,48,5,32,35,4,4,1,0,-0.78
Office Supplies,Seattle,United States,JH-159854,Joseph Holt,0.0,US,2012-12-15,CA-2012-109638,Medium,OFF-AP-10002472,3M Office Air Cleaner,36.372,4,West,104,Consumer,2012-12-22,Standard Class,9.5,Washington,Appliances,2012,North America,50,7,45,33,4,4,1,0,-9.5
Office Supplies,Seattle,United States,MC-172754,Marc Crier,0.0,US,2013-01-22,CA-2013-146318,Medium,OFF-PA-10003953,Xerox 218,6.2208,2,West,13,Consumer,2013-01-27,Standard Class,0.69,Washington,Paper,2013,North America,4,5,18,36,4,4,1,0,-0.69
Office Supplies,Seattle,United States,RD-197204,Roger Demir,0.0,US,2013-05-11,CA-2013-161543,Medium,OFF-PA-10003971,Xerox 1965,5.8604,2,West,12,Consumer,2013-05-17,Standard Class,1.0,Washington,Paper,2013,North America,19,6,26,18,4,4,1,0,-1.0
Office Supplies,Seattle,United States,JM-155804,Jill Matthias,0.0,US,2013-05-13,CA-2013-167416,Medium,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",26.901,5,West,55,Consumer,2013-05-18,Standard Class,2.07,Washington,Envelopes,2013,North America,20,5,41,26,4,4,1,0,-2.07
Office Supplies,Seattle,United States,SE-201104,Sanjit Engle,0.0,US,2013-06-12,CA-2013-142405,Medium,OFF-LA-10004093,Avery 486,6.8714,2,West,15,Consumer,2013-06-16,Standard Class,0.62,Washington,Labels,2013,North America,24,4,71,58,4,4,0,1,-0.62
Office Supplies,Seattle,United States,MS-177704,Maxwell Schwartz,0.0,US,2013-08-24,CA-2013-150350,Medium,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",11.206,5,West,43,Consumer,2013-08-31,Standard Class,3.47,Washington,Appliances,2013,North America,34,7,40,57,4,4,1,0,-3.47
Office Supplies,Seattle,United States,MS-177704,Maxwell Schwartz,0.0,US,2013-08-24,CA-2013-150350,Medium,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",63.873,5,West,136,Consumer,2013-08-31,Standard Class,11.44,Washington,Envelopes,2013,North America,34,7,40,57,4,4,1,0,-11.44
Office Supplies,Seattle,United States,MS-177704,Maxwell Schwartz,0.0,US,2013-08-24,CA-2013-150350,Medium,OFF-PA-10002160,Xerox 1978,16.9932,6,West,35,Consumer,2013-08-31,Standard Class,3.21,Washington,Paper,2013,North America,34,7,40,57,4,4,1,0,-3.21
Office Supplies,Seattle,United States,MS-177704,Maxwell Schwartz,0.0,US,2013-08-24,CA-2013-150350,Medium,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,0.1588,4,West,16,Consumer,2013-08-31,Standard Class,1.31,Washington,Supplies,2013,North America,34,7,40,57,4,4,1,0,-1.31
Office Supplies,Seattle,United States,TR-213254,Toby Ritter,0.0,US,2013-09-09,CA-2013-110009,Medium,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",14.2002,7,West,31,Consumer,2013-09-14,Standard Class,0.59,Washington,Paper,2013,North America,37,5,63,71,4,4,1,0,-0.59
Office Supplies,Seattle,United States,SF-202004,Sarah Foster,0.0,US,2013-09-13,CA-2013-128811,Medium,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,4.8162,3,West,10,Consumer,2013-09-17,Standard Class,0.71,Washington,Fasteners,2013,North America,37,4,46,75,4,4,0,1,-0.71
Office Supplies,Seattle,United States,SF-202004,Sarah Foster,0.0,US,2013-09-13,CA-2013-128811,Medium,OFF-LA-10003720,Avery 487,5.2029,3,West,11,Consumer,2013-09-17,Standard Class,0.39,Washington,Labels,2013,North America,37,4,46,75,4,4,0,1,-0.39
Office Supplies,Seattle,United States,AH-105854,Angele Hood,0.0,US,2013-09-16,CA-2013-160479,Medium,OFF-AR-10002445,SANFORD Major Accent Highlighters,13.452,5,West,35,Consumer,2013-09-21,Standard Class,2.49,Washington,Art,2013,North America,38,5,73,63,4,4,1,0,-2.49
Office Supplies,Seattle,United States,RB-195704,Rob Beeghly,0.0,US,2013-09-16,US-2013-128678,Medium,OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",10.058,5,West,21,Consumer,2013-09-21,Standard Class,1.52,Washington,Paper,2013,North America,38,5,73,63,4,4,1,0,-1.52
Office Supplies,Seattle,United States,AB-102554,Alejandro Ballentine,0.0,US,2013-10-24,CA-2013-151323,Medium,OFF-FA-10002983,Advantus SlideClip Paper Clips,8.184,5,West,17,Home Office,2013-10-29,Standard Class,1.41,Washington,Fasteners,2013,North America,43,5,49,21,4,4,1,0,-1.41
Office Supplies,Seattle,United States,GT-147104,Greg Tran,0.0,US,2013-12-07,US-2013-169040,Medium,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,16.1505,1,West,36,Consumer,2013-12-13,Standard Class,3.49,Washington,Envelopes,2013,North America,49,6,60,44,4,4,1,0,-3.49
Office Supplies,Seattle,United States,GT-147104,Greg Tran,0.0,US,2013-12-07,US-2013-169040,Medium,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",89.159,5,West,190,Consumer,2013-12-13,Standard Class,12.38,Washington,Paper,2013,North America,49,6,60,44,4,4,1,0,-12.38
Office Supplies,Seattle,United States,GT-147104,Greg Tran,0.0,US,2013-12-07,US-2013-169040,Medium,OFF-PA-10001736,Xerox 1880,116.5976,7,West,248,Consumer,2013-12-13,Standard Class,12.15,Washington,Paper,2013,North America,49,6,60,44,4,4,1,0,-12.15
Office Supplies,Seattle,United States,SC-206804,Steve Carroll,0.0,US,2013-12-18,CA-2013-155383,Medium,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",13.0284,3,West,47,Home Office,2013-12-23,Standard Class,2.83,Washington,Storage,2013,North America,51,5,42,78,4,4,1,0,-2.83
Office Supplies,Seattle,United States,FP-143204,Frank Preis,0.0,US,2013-12-27,US-2013-153129,Medium,OFF-PA-10003673,Strathmore Photo Mount Cards,15.594,5,West,34,Consumer,2013-12-31,Standard Class,2.15,Washington,Paper,2013,North America,52,4,54,57,4,4,0,1,-2.15
Office Supplies,Seattle,United States,CS-122504,Chris Selesnick,0.0,US,2014-01-24,CA-2014-139080,Medium,OFF-PA-10002262,Xerox 192,3.1104,1,West,6,Corporate,2014-01-29,Standard Class,0.64,Washington,Paper,2014,North America,4,5,52,40,4,4,1,0,-0.64
Office Supplies,Seattle,United States,CS-122504,Chris Selesnick,0.0,US,2014-01-24,CA-2014-139080,Medium,OFF-PA-10004621,Xerox 212,12.4416,4,West,26,Corporate,2014-01-29,Standard Class,1.9,Washington,Paper,2014,North America,4,5,52,40,4,4,1,0,-1.9
Office Supplies,Seattle,United States,FH-143504,Fred Harton,0.0,US,2014-02-14,CA-2014-104801,Medium,OFF-AR-10001547,Newell 311,1.7901,3,West,7,Consumer,2014-02-20,Standard Class,0.45,Washington,Art,2014,North America,7,6,19,43,4,4,1,0,-0.45
Office Supplies,Seattle,United States,SW-202754,Scott Williamson,0.0,US,2014-03-19,CA-2014-148145,Medium,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,21.252,4,West,46,Consumer,2014-03-24,Standard Class,3.31,Washington,Art,2014,North America,12,5,34,48,4,4,1,0,-3.31
Office Supplies,Seattle,United States,PS-189704,Paul Stevenson,0.0,US,2014-03-22,CA-2014-111591,Medium,OFF-FA-10004838,"Super Bands, 12/Pack",0.3906,7,West,13,Home Office,2014-03-26,Standard Class,0.74,Washington,Fasteners,2014,North America,12,4,51,33,4,4,0,1,-0.74
Office Supplies,Seattle,United States,PS-189704,Paul Stevenson,0.0,US,2014-03-22,CA-2014-111591,Medium,OFF-ST-10001809,Fellowes Officeware Wire Shelving,7.1864,4,West,359,Home Office,2014-03-26,Standard Class,23.61,Washington,Storage,2014,North America,12,4,51,33,4,4,0,1,-23.61
Office Supplies,Seattle,United States,FM-142154,Filia McAdams,0.0,US,2014-03-26,CA-2014-143651,Medium,OFF-AR-10001446,Newell 309,6.93,2,West,23,Corporate,2014-03-31,Standard Class,1.0,Washington,Art,2014,North America,13,5,29,37,4,4,1,0,-1.0
Office Supplies,Seattle,United States,PO-191804,Philisse Overcash,0.0,US,2014-04-27,CA-2014-143665,Medium,OFF-LA-10002034,Avery 478,19.2472,8,West,39,Home Office,2014-05-02,Standard Class,2.49,Washington,Labels,2014,North America,18,5,32,8,4,4,1,0,-2.49
Office Supplies,Seattle,United States,PO-191804,Philisse Overcash,0.0,US,2014-04-27,CA-2014-143665,Medium,OFF-PA-10003673,Strathmore Photo Mount Cards,9.3564,3,West,20,Home Office,2014-05-02,Standard Class,0.89,Washington,Paper,2014,North America,18,5,32,8,4,4,1,0,-0.89
Office Supplies,Seattle,United States,RP-198554,Roy Phan,0.0,US,2014-05-28,CA-2014-134152,Medium,OFF-AR-10004062,Staples,7.86,3,West,31,Corporate,2014-06-01,Standard Class,1.37,Washington,Art,2014,North America,22,4,41,43,4,4,0,1,-1.37
Office Supplies,Seattle,United States,BD-113204,Bill Donatelli,0.0,US,2014-06-11,CA-2014-158071,Medium,OFF-LA-10004689,Avery 512,5.4332,4,West,12,Consumer,2014-06-16,Standard Class,0.95,Washington,Labels,2014,North America,24,5,88,94,4,4,1,0,-0.95
Office Supplies,Seattle,United States,BD-113204,Bill Donatelli,0.0,US,2014-06-11,CA-2014-158071,Medium,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,3.895,1,West,16,Consumer,2014-06-16,Standard Class,1.12,Washington,Storage,2014,North America,24,5,88,94,4,4,1,0,-1.12
Office Supplies,Seattle,United States,VF-217154,Vicky Freymann,0.0,US,2014-07-09,CA-2014-138464,Medium,OFF-AR-10004757,Crayola Colored Pencils,4.3296,4,West,13,Home Office,2014-07-13,Standard Class,0.84,Washington,Art,2014,North America,28,4,65,61,4,4,0,1,-0.84
Office Supplies,Seattle,United States,VF-217154,Vicky Freymann,0.0,US,2014-07-09,CA-2014-138464,Medium,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,6.2016,3,West,18,Home Office,2014-07-13,Standard Class,1.58,Washington,Art,2014,North America,28,4,65,61,4,4,0,1,-1.58
Office Supplies,Seattle,United States,MR-175454,Mathew Reese,0.0,US,2014-07-09,CA-2014-111759,Medium,OFF-PA-10003127,Staples,24.2696,2,West,53,Home Office,2014-07-13,Standard Class,3.2,Washington,Paper,2014,North America,28,4,65,61,4,4,0,1,-3.2
Office Supplies,Seattle,United States,DK-128954,Dana Kaydos,0.0,US,2014-08-13,CA-2014-152310,Medium,OFF-PA-10003134,Xerox 1937,92.2368,4,West,192,Consumer,2014-08-20,Standard Class,20.98,Washington,Paper,2014,North America,33,7,40,76,4,4,1,0,-20.98
Office Supplies,Seattle,United States,DK-128954,Dana Kaydos,0.0,US,2014-08-13,CA-2014-152310,Medium,OFF-ST-10001228,Personal File Boxes with Fold-Down Carry Handle,11.685,3,West,47,Consumer,2014-08-20,Standard Class,5.55,Washington,Storage,2014,North America,33,7,40,76,4,4,1,0,-5.55
Office Supplies,Seattle,United States,YS-218804,Yana Sorensen,0.0,US,2014-08-19,CA-2014-119809,Medium,OFF-ST-10003306,Letter Size Cart,290.0058,7,West,1000,Corporate,2014-08-26,Standard Class,63.2,Washington,Storage,2014,North America,34,7,69,75,4,4,1,0,-63.2
Office Supplies,Seattle,United States,KN-167054,Kristina Nunn,0.0,US,2014-08-29,CA-2014-126067,Medium,OFF-AR-10003856,Newell 344,1.4456,2,West,6,Home Office,2014-09-04,Standard Class,0.34,Washington,Art,2014,North America,35,6,26,65,4,4,1,0,-0.34
Office Supplies,Seattle,United States,CK-123254,Christine Kargatis,0.0,US,2014-09-02,US-2014-135230,Medium,OFF-AR-10001166,Staples,2.9562,1,West,8,Home Office,2014-09-08,Standard Class,0.43,Washington,Art,2014,North America,36,6,76,62,4,4,1,0,-0.43
Office Supplies,Seattle,United States,GM-145004,Gene McClure,0.0,US,2014-09-16,CA-2014-134418,Medium,OFF-AR-10004441,BIC Brite Liner Highlighters,5.2164,3,West,12,Consumer,2014-09-21,Standard Class,1.14,Washington,Art,2014,North America,38,5,75,89,4,4,1,0,-1.14
Office Supplies,Seattle,United States,EB-138404,Ellis Ballard,0.0,US,2014-10-02,CA-2014-156951,Medium,OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,45.0016,8,West,92,Corporate,2014-10-09,Standard Class,5.36,Washington,Paper,2014,North America,40,7,41,77,4,4,1,0,-5.36
Office Supplies,Seattle,United States,EB-138404,Ellis Ballard,0.0,US,2014-10-02,CA-2014-156951,Medium,OFF-PA-10004451,Xerox 222,9.3312,3,West,19,Corporate,2014-10-09,Standard Class,1.2,Washington,Paper,2014,North America,40,7,41,77,4,4,1,0,-1.2
